StudyInstanceUID,SeriesInstanceUID,SOPInstanceUID
1.2.826.0.1.3680043.8.498.11771393824519892797114773408583976756,1.2.826.0.1.3680043.8.498.82713864873588110089135844757295052009,1.2.826.0.1.3680043.8.498.13117293437310538427613251206959960728
1.2.826.0.1.3680043.8.498.11771393824519892797114773408583976756,1.2.826.0.1.3680043.8.498.82713864873588110089135844757295052009,1.2.826.0.1.3680043.8.498.13365391180315758535223769177524525618
1.2.826.0.1.3680043.8.498.11771393824519892797114773408583976756,1.2.826.0.1.3680043.8.498.82713864873588110089135844757295052009,1.2.826.0.1.3680043.8.498.13727086311939083497772274347788765263
1.2.826.0.1.3680043.8.498.11771393824519892797114773408583976756,1.2.826.0.1.3680043.8.498.82713864873588110089135844757295052009,1.2.826.0.1.3680043.8.498.18707420032770689095954918218515228382
1.2.826.0.1.3680043.8.498.11771393824519892797114773408583976756,1.2.826.0.1.3680043.8.498.82713864873588110089135844757295052009,1.2.826.0.1.3680043.8.498.28871029102191646496331633006226925507
1.2.826.0.1.3680043.8.498.11771393824519892797114773408583976756,1.2.826.0.1.3680043.8.498.82713864873588110089135844757295052009,1.2.826.0.1.3680043.8.498.35841968977371094770263145538180128937
1.2.826.0.1.3680043.8.498.11771393824519892797114773408583976756,1.2.826.0.1.3680043.8.498.82713864873588110089135844757295052009,1.2.826.0.1.3680043.8.498.37001795392281319380064025464505759372
1.2.826.0.1.3680043.8.498.11771393824519892797114773408583976756,1.2.826.0.1.3680043.8.498.82713864873588110089135844757295052009,1.2.826.0.1.3680043.8.498.41685989921382716404240663551370009423
1.2.826.0.1.3680043.8.498.11771393824519892797114773408583976756,1.2.826.0.1.3680043.8.498.82713864873588110089135844757295052009,1.2.826.0.1.3680043.8.498.42151977080337781787262012475134925474
1.2.826.0.1.3680043.8.498.11771393824519892797114773408583976756,1.2.826.0.1.3680043.8.498.82713864873588110089135844757295052009,1.2.826.0.1.3680043.8.498.42648685327174345734823560452075610031
1.2.826.0.1.3680043.8.498.11771393824519892797114773408583976756,1.2.826.0.1.3680043.8.498.82713864873588110089135844757295052009,1.2.826.0.1.3680043.8.498.46591967774520954644898506310778784373
1.2.826.0.1.3680043.8.498.11771393824519892797114773408583976756,1.2.826.0.1.3680043.8.498.82713864873588110089135844757295052009,1.2.826.0.1.3680043.8.498.51170021309837662749313559062855346270
1.2.826.0.1.3680043.8.498.11771393824519892797114773408583976756,1.2.826.0.1.3680043.8.498.82713864873588110089135844757295052009,1.2.826.0.1.3680043.8.498.52321115371565080036303868444578808206
1.2.826.0.1.3680043.8.498.11771393824519892797114773408583976756,1.2.826.0.1.3680043.8.498.82713864873588110089135844757295052009,1.2.826.0.1.3680043.8.498.58673531396609618885814601061204206703
1.2.826.0.1.3680043.8.498.11771393824519892797114773408583976756,1.2.826.0.1.3680043.8.498.82713864873588110089135844757295052009,1.2.826.0.1.3680043.8.498.63038412109960182007462110321545120565
1.2.826.0.1.3680043.8.498.11851412923016044948101698015974810604,1.2.826.0.1.3680043.8.498.75774353008974228916065002158103177868,1.2.826.0.1.3680043.8.498.13239214213843733955210445631666633664
1.2.826.0.1.3680043.8.498.11851412923016044948101698015974810604,1.2.826.0.1.3680043.8.498.75774353008974228916065002158103177868,1.2.826.0.1.3680043.8.498.17875100849600716656742134348157236766
1.2.826.0.1.3680043.8.498.11851412923016044948101698015974810604,1.2.826.0.1.3680043.8.498.75774353008974228916065002158103177868,1.2.826.0.1.3680043.8.498.20683602180110891484781508671958719993
1.2.826.0.1.3680043.8.498.11851412923016044948101698015974810604,1.2.826.0.1.3680043.8.498.75774353008974228916065002158103177868,1.2.826.0.1.3680043.8.498.21748691403139347603043899873408060319
1.2.826.0.1.3680043.8.498.11851412923016044948101698015974810604,1.2.826.0.1.3680043.8.498.75774353008974228916065002158103177868,1.2.826.0.1.3680043.8.498.24265238261957372685786954506252466656
1.2.826.0.1.3680043.8.498.11851412923016044948101698015974810604,1.2.826.0.1.3680043.8.498.75774353008974228916065002158103177868,1.2.826.0.1.3680043.8.498.27339549100827490759099615834511383820
1.2.826.0.1.3680043.8.498.11851412923016044948101698015974810604,1.2.826.0.1.3680043.8.498.75774353008974228916065002158103177868,1.2.826.0.1.3680043.8.498.28940322068438695165138086943475262392
1.2.826.0.1.3680043.8.498.11851412923016044948101698015974810604,1.2.826.0.1.3680043.8.498.75774353008974228916065002158103177868,1.2.826.0.1.3680043.8.498.33376734806979327587448078016205289923
1.2.826.0.1.3680043.8.498.11851412923016044948101698015974810604,1.2.826.0.1.3680043.8.498.75774353008974228916065002158103177868,1.2.826.0.1.3680043.8.498.37209003233363713969431210542740851006
1.2.826.0.1.3680043.8.498.11851412923016044948101698015974810604,1.2.826.0.1.3680043.8.498.75774353008974228916065002158103177868,1.2.826.0.1.3680043.8.498.37362446135138170588221842175291352785
1.2.826.0.1.3680043.8.498.11851412923016044948101698015974810604,1.2.826.0.1.3680043.8.498.75774353008974228916065002158103177868,1.2.826.0.1.3680043.8.498.41479145844744780230512706706582767107
1.2.826.0.1.3680043.8.498.11851412923016044948101698015974810604,1.2.826.0.1.3680043.8.498.75774353008974228916065002158103177868,1.2.826.0.1.3680043.8.498.41782290907592036243161301531184632525
1.2.826.0.1.3680043.8.498.11851412923016044948101698015974810604,1.2.826.0.1.3680043.8.498.75774353008974228916065002158103177868,1.2.826.0.1.3680043.8.498.44458553943972440981946082255817735205
1.2.826.0.1.3680043.8.498.11851412923016044948101698015974810604,1.2.826.0.1.3680043.8.498.75774353008974228916065002158103177868,1.2.826.0.1.3680043.8.498.47772710425498927478750424357188416997
1.2.826.0.1.3680043.8.498.11851412923016044948101698015974810604,1.2.826.0.1.3680043.8.498.75774353008974228916065002158103177868,1.2.826.0.1.3680043.8.498.50316678249155731537194088687502794166
1.2.826.0.1.3680043.8.498.11851412923016044948101698015974810604,1.2.826.0.1.3680043.8.498.75774353008974228916065002158103177868,1.2.826.0.1.3680043.8.498.55581032921092149881275008036815621969
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,1.2.826.0.1.3680043.8.498.99460954672560730370603461273029137513,1.2.826.0.1.3680043.8.498.11115305591072724749802189294705406001
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,1.2.826.0.1.3680043.8.498.99460954672560730370603461273029137513,1.2.826.0.1.3680043.8.498.11330275081258619982306546437982713207
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,1.2.826.0.1.3680043.8.498.99460954672560730370603461273029137513,1.2.826.0.1.3680043.8.498.11675931897606289834981786630175326845
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,1.2.826.0.1.3680043.8.498.99460954672560730370603461273029137513,1.2.826.0.1.3680043.8.498.12657349502661382827789838180415269582
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,1.2.826.0.1.3680043.8.498.99460954672560730370603461273029137513,1.2.826.0.1.3680043.8.498.12997025873617275755838858831563444169
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,1.2.826.0.1.3680043.8.498.99460954672560730370603461273029137513,1.2.826.0.1.3680043.8.498.15153068108502890934219127661536357904
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,1.2.826.0.1.3680043.8.498.99460954672560730370603461273029137513,1.2.826.0.1.3680043.8.498.16301752365518282990988810157763467390
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,1.2.826.0.1.3680043.8.498.99460954672560730370603461273029137513,1.2.826.0.1.3680043.8.498.19094188232151980588599595698835323567
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,1.2.826.0.1.3680043.8.498.99460954672560730370603461273029137513,1.2.826.0.1.3680043.8.498.20901689103711150518341356236566399208
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,1.2.826.0.1.3680043.8.498.99460954672560730370603461273029137513,1.2.826.0.1.3680043.8.498.29041053880047105910223268417434249938
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,1.2.826.0.1.3680043.8.498.99460954672560730370603461273029137513,1.2.826.0.1.3680043.8.498.32822789399377545208533644799481129276
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,1.2.826.0.1.3680043.8.498.99460954672560730370603461273029137513,1.2.826.0.1.3680043.8.498.33084934139802882285299896803612026892
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,1.2.826.0.1.3680043.8.498.99460954672560730370603461273029137513,1.2.826.0.1.3680043.8.498.33343757241761548013941243145982283557
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,1.2.826.0.1.3680043.8.498.99460954672560730370603461273029137513,1.2.826.0.1.3680043.8.498.38312722758434292142354288913635432490
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,1.2.826.0.1.3680043.8.498.99460954672560730370603461273029137513,1.2.826.0.1.3680043.8.498.39329615537884082616443006485744473651
1.2.826.0.1.3680043.8.498.11915937982684988073644209606907169581,1.2.826.0.1.3680043.8.498.99460954672560730370603461273029137513,1.2.826.0.1.3680043.8.498.41017354213989529546215825600699550866
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,1.2.826.0.1.3680043.8.498.94077776728386958447335448372021135873,1.2.826.0.1.3680043.8.498.11668996929773556470214241645186762409
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,1.2.826.0.1.3680043.8.498.94077776728386958447335448372021135873,1.2.826.0.1.3680043.8.498.11710656785519594508553669095236363262
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,1.2.826.0.1.3680043.8.498.94077776728386958447335448372021135873,1.2.826.0.1.3680043.8.498.11901506384914993683448550920596327573
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,1.2.826.0.1.3680043.8.498.94077776728386958447335448372021135873,1.2.826.0.1.3680043.8.498.12689981685608761110270470451190237918
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,1.2.826.0.1.3680043.8.498.94077776728386958447335448372021135873,1.2.826.0.1.3680043.8.498.12766755062990488282842278384790157394
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,1.2.826.0.1.3680043.8.498.94077776728386958447335448372021135873,1.2.826.0.1.3680043.8.498.13263588184387769655072503582853118181
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,1.2.826.0.1.3680043.8.498.94077776728386958447335448372021135873,1.2.826.0.1.3680043.8.498.13346408901892799105873521601563294006
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,1.2.826.0.1.3680043.8.498.94077776728386958447335448372021135873,1.2.826.0.1.3680043.8.498.19796250163464270625873248272457754122
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,1.2.826.0.1.3680043.8.498.94077776728386958447335448372021135873,1.2.826.0.1.3680043.8.498.34143748508132568279319142236633188491
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,1.2.826.0.1.3680043.8.498.94077776728386958447335448372021135873,1.2.826.0.1.3680043.8.498.39952261560919533874838964015495860807
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,1.2.826.0.1.3680043.8.498.94077776728386958447335448372021135873,1.2.826.0.1.3680043.8.498.45024181047762943094227548335902851896
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,1.2.826.0.1.3680043.8.498.94077776728386958447335448372021135873,1.2.826.0.1.3680043.8.498.47118914384466908527039823963980681635
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,1.2.826.0.1.3680043.8.498.94077776728386958447335448372021135873,1.2.826.0.1.3680043.8.498.48012454899523157202204536881529194708
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,1.2.826.0.1.3680043.8.498.94077776728386958447335448372021135873,1.2.826.0.1.3680043.8.498.58004638530285354207294920247856837088
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,1.2.826.0.1.3680043.8.498.94077776728386958447335448372021135873,1.2.826.0.1.3680043.8.498.69996179938834813387901850031870586212
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,1.2.826.0.1.3680043.8.498.94077776728386958447335448372021135873,1.2.826.0.1.3680043.8.498.77217657457391587741534628038299840734
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,1.2.826.0.1.3680043.8.498.63349206091681534493848463157511154322,1.2.826.0.1.3680043.8.498.11472054507102035999659123670355596876
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,1.2.826.0.1.3680043.8.498.63349206091681534493848463157511154322,1.2.826.0.1.3680043.8.498.12686876942491327098606177890271836978
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,1.2.826.0.1.3680043.8.498.63349206091681534493848463157511154322,1.2.826.0.1.3680043.8.498.13319083145046014419586688172274470266
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,1.2.826.0.1.3680043.8.498.63349206091681534493848463157511154322,1.2.826.0.1.3680043.8.498.16887124118170686263951446351198669315
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,1.2.826.0.1.3680043.8.498.63349206091681534493848463157511154322,1.2.826.0.1.3680043.8.498.23046971413102270557289041496218569821
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,1.2.826.0.1.3680043.8.498.63349206091681534493848463157511154322,1.2.826.0.1.3680043.8.498.27341959323971880991440890319676603570
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,1.2.826.0.1.3680043.8.498.63349206091681534493848463157511154322,1.2.826.0.1.3680043.8.498.28459416469358468577847646491494847566
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,1.2.826.0.1.3680043.8.498.63349206091681534493848463157511154322,1.2.826.0.1.3680043.8.498.33842411173014439919817853315758135641
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,1.2.826.0.1.3680043.8.498.63349206091681534493848463157511154322,1.2.826.0.1.3680043.8.498.44756409057180902879060977366648946842
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,1.2.826.0.1.3680043.8.498.63349206091681534493848463157511154322,1.2.826.0.1.3680043.8.498.45941997498058126552727235452299896539
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,1.2.826.0.1.3680043.8.498.63349206091681534493848463157511154322,1.2.826.0.1.3680043.8.498.52875121453381709189555868286868748808
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,1.2.826.0.1.3680043.8.498.63349206091681534493848463157511154322,1.2.826.0.1.3680043.8.498.53294888468540607706823363579863572731
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,1.2.826.0.1.3680043.8.498.63349206091681534493848463157511154322,1.2.826.0.1.3680043.8.498.58258650447518927316064231541810625234
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,1.2.826.0.1.3680043.8.498.63349206091681534493848463157511154322,1.2.826.0.1.3680043.8.498.67934632453285543567492874566892010154
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,1.2.826.0.1.3680043.8.498.63349206091681534493848463157511154322,1.2.826.0.1.3680043.8.498.80107744984809031914092165699090325530
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,1.2.826.0.1.3680043.8.498.63349206091681534493848463157511154322,1.2.826.0.1.3680043.8.498.86919343080389130288701302442549971490
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,1.2.826.0.1.3680043.8.498.12346063444250771269882141920568607762,1.2.826.0.1.3680043.8.498.11459551129601624749276822148802015049
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,1.2.826.0.1.3680043.8.498.12346063444250771269882141920568607762,1.2.826.0.1.3680043.8.498.11608053203591608817121419845352845997
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,1.2.826.0.1.3680043.8.498.12346063444250771269882141920568607762,1.2.826.0.1.3680043.8.498.11646615957455320927259422498633198736
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,1.2.826.0.1.3680043.8.498.12346063444250771269882141920568607762,1.2.826.0.1.3680043.8.498.12414398411488336411307813942721325610
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,1.2.826.0.1.3680043.8.498.12346063444250771269882141920568607762,1.2.826.0.1.3680043.8.498.12861809205100566589619401260593049792
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,1.2.826.0.1.3680043.8.498.12346063444250771269882141920568607762,1.2.826.0.1.3680043.8.498.12957662902617301597867787257254522435
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,1.2.826.0.1.3680043.8.498.12346063444250771269882141920568607762,1.2.826.0.1.3680043.8.498.31751991760952753689331572440377728137
